id,ticker,date,open,high,low,close,adj_close,volume
4294,AMZN,2023-01-09,87.4600,89.4800,87.0800,87.3600,87.3600,65266100
4295,AMZN,2023-01-10,87.5700,90.1900,87.2900,89.8700,89.8700,67756600
4296,AMZN,2023-01-11,90.9300,95.2600,90.9300,95.0900,95.0900,103126200
4297,AMZN,2023-01-12,96.9300,97.1900,93.5000,95.2700,95.2700,85254800
4298,AMZN,2023-01-13,94.1800,98.3700,94.1200,98.1200,98.1200,85549400
4299,AMZN,2023-01-17,98.6800,98.8900,95.7300,96.0500,96.0500,72755000
4300,AMZN,2023-01-18,97.2500,99.3200,95.3800,95.4600,95.4600,79570400
4301,AMZN,2023-01-19,94.7400,95.4400,92.8600,93.6800,93.6800,69002700
4302,AMZN,2023-01-20,93.8600,97.3500,93.2000,97.2500,97.2500,67481500
4303,AMZN,2023-01-23,97.5600,97.7800,95.8600,97.5200,97.5200,76501100
4304,AMZN,2023-01-24,96.9300,98.0900,96.0000,96.3200,96.3200,66929500
4305,AMZN,2023-01-25,92.5600,97.2400,91.5200,97.1800,97.1800,94261600
4306,AMZN,2023-01-26,98.2400,99.4900,96.9200,99.2200,99.2200,68523600
4307,AMZN,2023-01-27,99.5300,103.4900,99.5300,102.2400,102.2400,87775600
4308,AMZN,2023-01-30,101.0900,101.7400,99.0100,100.5500,100.5500,70691900
4309,AMZN,2023-01-31,101.1600,103.3500,101.1400,103.1300,103.1300,66527300
4310,AMZN,2023-02-01,102.5300,106.2400,101.2400,105.1500,105.1500,80450100
4311,AMZN,2023-02-02,110.2500,114.0000,108.8800,112.9100,112.9100,158154200
4312,AMZN,2023-02-03,105.2600,108.7800,102.5200,103.3900,103.3900,144374800
4313,AMZN,2023-02-06,102.9300,103.9500,100.6500,102.1800,102.1800,81945200
4314,AMZN,2023-02-07,101.1700,102.4100,98.0800,102.1100,102.1100,119501300
4315,AMZN,2023-02-08,102.0400,102.6700,98.7800,100.0500,100.0500,75878300
4316,AMZN,2023-02-09,101.3200,101.7800,97.5700,98.2400,98.2400,64622500
4317,AMZN,2023-02-10,97.5600,98.8200,96.2300,97.6100,97.6100,52740100
4318,AMZN,2023-02-13,97.8500,99.6800,96.9100,99.5400,99.5400,52841500
4319,AMZN,2023-02-14,98.4100,100.9200,97.5200,99.7000,99.7000,56202900
4320,AMZN,2023-02-15,99.0900,101.1700,98.4500,101.1600,101.1600,47957600
4321,AMZN,2023-02-16,99.2100,100.6300,98.1000,98.1500,98.1500,56339200
4322,AMZN,2023-02-17,97.8000,97.9400,95.6500,97.2000,97.2000,60029400
4323,AMZN,2023-02-21,95.3400,95.6100,94.2700,94.5800,94.5800,56580400
4324,AMZN,2023-02-22,95.1000,97.0100,94.8000,95.7900,95.7900,59534100
4325,AMZN,2023-02-23,96.1200,96.4300,93.6700,95.8200,95.8200,48467000
4326,AMZN,2023-02-24,93.5300,94.1400,92.3200,93.5000,93.5000,57053800
4327,AMZN,2023-02-27,94.2800,94.7800,93.1400,93.7600,93.7600,47470300
4328,AMZN,2023-02-28,93.1400,94.6900,92.9200,94.2300,94.2300,43959300
4329,AMZN,2023-03-01,93.8700,94.6800,91.5900,92.1700,92.1700,52299500
4330,AMZN,2023-03-02,91.4100,92.2300,90.3900,92.1300,92.1300,55509400
4331,AMZN,2023-03-03,92.7400,94.9400,92.6600,94.9000,94.9000,55759600
4332,AMZN,2023-03-06,95.1900,96.5500,93.7400,93.7500,93.7500,52112400
4333,AMZN,2023-03-07,94.0600,95.0900,92.7800,93.5500,93.5500,49100700
4334,AMZN,2023-03-08,93.6000,94.1700,92.1800,93.9200,93.9200,44899100
4335,AMZN,2023-03-09,93.6800,96.2100,92.1800,92.2500,92.2500,56218700
4336,AMZN,2023-03-10,92.6700,93.5700,90.2500,90.7300,90.7300,69827500
4337,AMZN,2023-03-13,89.9700,94.0200,88.1200,92.4300,92.4300,72397100
4338,AMZN,2023-03-14,93.8300,95.0700,92.7100,94.8800,94.8800,60912700
4339,AMZN,2023-03-15,93.2200,96.6700,93.0700,96.2000,96.2000,70731800
4340,AMZN,2023-03-16,95.7500,100.9900,95.6100,100.0400,100.0400,84446900
4341,AMZN,2023-03-17,99.7900,100.6600,97.4600,98.9500,98.9500,87300200
4342,AMZN,2023-03-20,98.4100,98.4800,95.7000,97.7100,97.7100,62388900
4343,AMZN,2023-03-21,98.1400,100.8500,98.0000,100.6100,100.6100,58597300
4344,AMZN,2023-03-22,100.4500,102.1000,98.6100,98.7000,98.7000,57475400
4345,AMZN,2023-03-23,100.4300,101.0600,97.6200,98.7100,98.7100,57559300
4346,AMZN,2023-03-24,98.0700,98.3000,96.4000,98.1300,98.1300,56095400
4347,AMZN,2023-03-27,99.0700,99.3400,97.0800,98.0400,98.0400,46721300
4348,AMZN,2023-03-28,98.1100,98.4400,96.2900,97.2400,97.2400,38720100
4349,AMZN,2023-03-29,98.6900,100.4200,98.5600,100.2500,100.2500,49783300
4350,AMZN,2023-03-30,101.5500,103.0400,101.0100,102.0000,102.0000,53633400
4351,AMZN,2023-03-31,102.1600,103.4900,101.9500,103.2900,103.2900,56750300
4352,AMZN,2023-04-03,102.3000,103.2900,101.4300,102.4100,102.4100,41135700
4353,AMZN,2023-04-04,102.7500,104.2000,102.1100,103.9500,103.9500,48662500
4354,AMZN,2023-04-05,103.9100,103.9100,100.7500,101.1000,101.1000,45175400
4355,AMZN,2023-04-06,100.7500,102.3800,99.8000,102.0600,102.0600,43808000
4356,AMZN,2023-04-10,100.9600,102.2000,99.5700,102.1700,102.1700,37261200
4357,AMZN,2023-04-11,100.8000,101.0000,99.0100,99.9200,99.9200,60417800
4358,AMZN,2023-04-12,100.4000,100.5100,97.7100,97.8300,97.8300,56735000
4359,AMZN,2023-04-13,98.9500,102.5700,98.7100,102.4000,102.4000,67925100
4360,AMZN,2023-04-14,102.0700,103.2000,101.1100,102.5100,102.5100,51450500
4361,AMZN,2023-04-17,103.1600,103.7300,101.5900,102.7400,102.7400,39919500
4362,AMZN,2023-04-18,103.9500,104.2000,101.5200,102.3000,102.3000,39790500
4363,AMZN,2023-04-19,101.5800,105.1200,101.3900,104.3000,104.3000,58398900
4364,AMZN,2023-04-20,103.5300,105.2500,103.2100,103.8100,103.8100,57696900
4365,AMZN,2023-04-21,106.1000,108.1500,105.0800,106.9600,106.9600,86774200
4366,AMZN,2023-04-24,107.6600,109.2300,105.0700,106.2100,106.2100,69575600
4367,AMZN,2023-04-25,104.9100,105.4500,102.4500,102.5700,102.5700,65026800
4368,AMZN,2023-04-26,105.0400,106.6200,104.1000,104.9800,104.9800,73803800
4369,AMZN,2023-04-27,108.1600,110.8600,106.8000,109.8200,109.8200,149961200
4370,AMZN,2023-04-28,107.7300,109.4800,104.3300,105.4500,105.4500,130715900
4371,AMZN,2023-05-01,104.9500,105.2300,101.8200,102.0500,102.0500,74728100
4372,AMZN,2023-05-02,101.4700,103.9000,101.1500,103.6300,103.6300,73469400
4373,AMZN,2023-05-03,103.7400,105.9600,103.2800,103.6500,103.6500,65051900
4374,AMZN,2023-05-04,104.0400,105.3900,103.3100,104.0000,104.0000,45345500
4375,AMZN,2023-05-05,104.2700,105.7600,103.5500,105.6600,105.6600,56951700
4376,AMZN,2023-05-08,105.0400,106.1000,104.7000,105.8300,105.8300,49430900
4377,AMZN,2023-05-09,105.4800,106.7900,105.1600,106.6200,106.6200,44089400
4378,AMZN,2023-05-10,108.1000,110.6700,108.0500,110.1900,110.1900,78627600
4379,AMZN,2023-05-11,111.0300,113.2800,110.4900,112.1800,112.1800,74924800
4380,AMZN,2023-05-12,112.1600,112.6400,109.3200,110.2600,110.2600,49852700
4381,AMZN,2023-05-15,111.1500,112.2900,109.2500,111.2000,111.2000,53011100
4382,AMZN,2023-05-16,111.0500,114.7900,111.0500,113.4000,113.4000,71472900
4383,AMZN,2023-05-17,114.8900,115.8300,114.2200,115.5000,115.5000,65655200
4384,AMZN,2023-05-18,116.6900,118.6000,116.3400,118.1500,118.1500,73174100
4385,AMZN,2023-05-19,118.1600,118.3100,115.7000,116.2500,116.2500,55056300
4386,AMZN,2023-05-22,116.7700,116.7700,114.2500,115.0100,115.0100,70741100
4387,AMZN,2023-05-23,114.2700,117.1400,113.7800,114.9900,114.9900,67576300
4388,AMZN,2023-05-24,115.3500,117.3400,115.0200,116.7500,116.7500,63487900
4389,AMZN,2023-05-25,116.6300,116.8700,114.3100,115.0000,115.0000,66496700
4390,AMZN,2023-05-26,116.0400,121.5000,116.0200,120.1100,120.1100,96779900
4391,AMZN,2023-05-30,122.3700,122.9200,119.8600,121.6600,121.6600,64314800
4392,AMZN,2023-05-31,121.4500,122.0400,119.1700,120.5800,120.5800,72800800
4393,AMZN,2023-06-01,120.6900,123.4900,119.9300,122.7700,122.7700,54375100
4394,AMZN,2023-06-02,124.9200,126.3900,124.0200,124.2500,124.2500,61264400
4395,AMZN,2023-06-05,123.3600,125.8000,123.0300,125.3000,125.3000,47950100
4396,AMZN,2023-06-06,125.0700,127.4000,125.0000,126.6100,126.6100,45695200
4397,AMZN,2023-06-07,127.0100,127.3700,120.6300,121.2300,121.2300,95663300
4398,AMZN,2023-06-08,123.0100,125.6300,122.2600,124.2500,124.2500,62159300
4399,AMZN,2023-06-09,124.0800,125.8000,123.1900,123.4300,123.4300,51396000
4400,AMZN,2023-06-12,124.0200,126.7800,123.5300,126.5700,126.5700,51338000
4401,AMZN,2023-06-13,128.1200,128.4100,125.1800,126.6600,126.6600,50564800
4402,AMZN,2023-06-14,126.7000,126.9500,124.1200,126.4200,126.4200,52422500
4403,AMZN,2023-06-15,125.2100,127.6900,124.3200,127.1100,127.1100,60458500
4404,AMZN,2023-06-16,127.7100,127.9000,125.3000,125.4900,125.4900,84247100
4405,AMZN,2023-06-20,124.9700,127.2500,124.5000,125.7800,125.7800,56930100
4406,AMZN,2023-06-21,125.6400,126.7300,123.8500,124.8300,124.8300,52137700
4407,AMZN,2023-06-22,125.3100,130.3300,125.1400,130.1500,130.1500,90354600
4408,AMZN,2023-06-23,129.1100,130.8400,128.2800,129.3300,129.3300,71927800
4409,AMZN,2023-06-26,129.3300,131.4900,127.1000,127.3300,127.3300,59989300
4410,AMZN,2023-06-27,128.6300,130.0900,127.5500,129.1800,129.1800,46801000
4411,AMZN,2023-06-28,128.9400,131.4800,128.4400,129.0400,129.0400,52149500
4412,AMZN,2023-06-29,128.7700,129.2600,127.2600,127.9000,127.9000,40761000
4413,AMZN,2023-06-30,129.4700,131.2500,128.9500,130.3600,130.3600,54350700
4414,AMZN,2023-07-03,130.8200,131.8500,130.0700,130.2200,130.2200,28264800
4415,AMZN,2023-07-05,130.2400,131.4000,129.6400,130.3800,130.3800,35895400
4416,AMZN,2023-07-06,128.2500,128.7300,127.3700,128.3600,128.3600,40639900
4417,AMZN,2023-07-07,128.5900,130.9700,128.1300,129.7800,129.7800,41992300
4418,AMZN,2023-07-10,129.0700,129.2800,125.9200,127.1300,127.1300,61889300
4419,AMZN,2023-07-11,127.7500,129.7700,127.3500,128.7800,128.7800,49951500
4420,AMZN,2023-07-12,130.3100,131.2600,128.8300,130.8000,130.8000,54022800
4421,AMZN,2023-07-13,134.0400,134.6700,132.7100,134.3000,134.3000,61170900
4422,AMZN,2023-07-14,134.0600,136.6500,134.0600,134.6800,134.6800,54487100
4423,AMZN,2023-07-17,134.5600,135.6200,133.2100,133.5600,133.5600,48450200
4424,AMZN,2023-07-18,132.7100,133.8600,131.3500,132.8300,132.8300,54882900
4425,AMZN,2023-07-19,133.3900,135.9900,132.5300,135.3600,135.3600,54531000
4426,AMZN,2023-07-20,134.0700,134.7900,129.3300,129.9600,129.9600,59820600
4427,AMZN,2023-07-21,131.3400,131.3700,128.4200,130.0000,130.0000,133307300
4428,AMZN,2023-07-24,130.3100,131.6600,128.3500,128.8000,128.8000,45591100
4429,AMZN,2023-07-25,129.3100,129.5800,128.5300,129.1300,129.1300,39236700
4430,AMZN,2023-07-26,126.5100,129.0800,126.1100,128.1500,128.1500,53910100
4431,AMZN,2023-07-27,131.0000,132.6300,127.7900,128.2500,128.2500,52610700
4432,AMZN,2023-07-28,129.6900,133.0100,129.3300,132.2100,132.2100,46317400
4433,AMZN,2023-07-31,133.2000,133.8700,132.3800,133.6800,133.6800,41901500
4434,AMZN,2023-08-01,133.5500,133.6900,131.6200,131.6900,131.6900,42098500
4435,AMZN,2023-08-02,130.1500,130.2300,126.8200,128.2100,128.2100,51027600
4436,AMZN,2023-08-03,127.4800,129.8400,126.4100,128.9100,128.9100,88585200
4437,AMZN,2023-08-04,141.0600,143.6300,139.3200,139.5700,139.5700,153128500
4438,AMZN,2023-08-07,140.9900,142.5400,138.9500,142.2200,142.2200,71213100
4439,AMZN,2023-08-08,140.6200,140.8400,138.4200,139.9400,139.9400,51710500
4440,AMZN,2023-08-09,139.9700,140.3200,137.1000,137.8500,137.8500,50017300
4441,AMZN,2023-08-10,139.0700,140.4100,137.4900,138.5600,138.5600,58928400
4442,AMZN,2023-08-11,137.4000,139.3300,137.0000,138.4100,138.4100,42905800
4443,AMZN,2023-08-14,138.3000,140.5900,137.7500,140.5700,140.5700,47148700
4444,AMZN,2023-08-15,140.0500,141.2800,137.2300,137.6700,137.6700,42781500
4445,AMZN,2023-08-16,137.1900,137.2700,135.0100,135.0700,135.0700,41675900
4446,AMZN,2023-08-17,135.4600,136.0900,133.5300,133.9800,133.9800,48354100
4447,AMZN,2023-08-18,131.6200,134.0700,131.1500,133.2200,133.2200,48497700
4448,AMZN,2023-08-21,133.7400,135.1900,132.7100,134.6800,134.6800,41442500
4449,AMZN,2023-08-22,135.0800,135.6500,133.7300,134.2500,134.2500,32905400
4450,AMZN,2023-08-23,134.5000,135.9500,133.2200,135.5200,135.5200,42801000
4451,AMZN,2023-08-24,136.4000,136.7800,131.8300,131.8400,131.8400,43646300
4452,AMZN,2023-08-25,132.4700,133.8700,130.5800,133.2600,133.2600,44147500
4453,AMZN,2023-08-28,133.7800,133.9500,131.8500,133.1400,133.1400,34108400
