ticker,report_date,period,revenue,cogs,gross_profit,opex,operating_income_ebit,ebt,net_income,ebitda,basic_eps,diluted_eps,total_assets,current_assets,cash_and_equivalents,accounts_receivable,inventory,non_current_assets,total_liabilities,current_liabilities,accounts_payable,short_term_debt,long_term_debt,total_equity,common_stock,retained_earnings,current_ratio,quick_ratio,cash_ratio,debt_to_equity,debt_ratio,interest_coverage_ratio,roa,roe,gross_margin,net_margin,asset_turnover,inventory_turnover,receivables_turnover
PYPL,2024-12-31,12M,31797000000.0,17139000000.0,14658000000.0,0,5763000000.0,5329000000.0,4147000000.0,6743000000.0,4.03,3.99,81611000000.0,61092000000.0,6561000000.0,0,,20519000000.0,61194000000.0,48376000000.0,39898000000.0,,9879000000.0,20417000000.0,0.0,27347000000.0,1.2628576153464528,,0.13562510335703654,2.99720820884557,0.7498253911850118,15.086387434554974,0.05081422847410275,0.20311505118283782,0.4609868855552411,0.13042110890964556,0.3896165958020365,,
PYPL,2023-12-31,12M,29771000000.0,16067000000.0,13704000000.0,0,4944000000.0,5411000000.0,4246000000.0,6830000000.0,3.85,3.84,82166000000.0,62569000000.0,9081000000.0,0,,19597000000.0,61115000000.0,48466000000.0,42074000000.0,,9676000000.0,21051000000.0,0.0,23200000000.0,1.2909874963892214,,0.1873684644905707,2.90318749703102,0.7437991383297228,14.247838616714697,0.051675875666334005,0.2017006317989644,0.4603137281246851,0.14262201471230393,0.36232748338728915,,
PYPL,2022-12-31,12M,27518000000.0,13745000000.0,13773000000.0,0,4044000000.0,3366000000.0,2419000000.0,4987000000.0,2.1,2.09,78624000000.0,57424000000.0,7776000000.0,0,,21200000000.0,58350000000.0,45008000000.0,40140000000.0,,10417000000.0,20274000000.0,0.0,18954000000.0,1.2758620689655173,,0.1727692854603626,2.8780704350399526,0.7421398046398047,13.302631578947368,0.030766687016687017,0.11931537930354148,0.5005087579039175,0.08790609782687696,0.3499949124949125,,
PYPL,2021-12-31,12M,25371000000.0,11375000000.0,13996000000.0,0,4324000000.0,4099000000.0,4169000000.0,5596000000.0,3.55,3.52,75803000000.0,52574000000.0,5197000000.0,0,,23229000000.0,54076000000.0,43029000000.0,39038000000.0,999000000.0,8049000000.0,21727000000.0,0.0,16535000000.0,1.2218271398359246,,0.12077900950521742,2.4888847977171262,0.7133754600741395,18.637931034482758,0.054997823305146236,0.19188106963685736,0.5516534626147964,0.1643214693941902,0.334696515969025,,
NFLX,2025-12-31,12M,,,,0,,,,,2.58,2.53,,,,0,,,,,,,,,,,,,,,,,,,,,,,
NFLX,2024-12-31,12M,39000966000.0,21038464000.0,17962502000.0,0,10417614000.0,9965657000.0,8711631000.0,26314821000.0,2.028,1.983,53630374000.0,13100379000.0,7804733000.0,0,,40529995000.0,28886807000.0,10755400000.0,899909000.0,1784453000.0,13798351000.0,24743567000.0,6252126000.0,31300917000.0,1.2180280603231866,,0.7256571582646857,1.1674471590939173,0.5386277373340712,14.494414476585881,0.16243837866952038,0.3520766023750739,0.46056556650417324,0.22336962115246067,0.7272178635189082,,
NFLX,2023-12-31,12M,33723297000.0,19715368000.0,14007929000.0,0,6954003000.0,6205405000.0,5407990000.0,21508387000.0,1.225,1.203,48731992000.0,9918133000.0,7116913000.0,0,,38813859000.0,28143679000.0,8860655000.0,747412000.0,399844000.0,14143417000.0,20588313000.0,5145172000.0,22589286000.0,1.119345353136986,,0.8032039392121688,1.3669735349370296,0.5775195686644617,9.289368926980837,0.11097412147650357,0.262672808597771,0.4153783955346952,0.16036362043723068,0.6920155654626226,,
NFLX,2022-12-31,12M,31615550000.0,19168285000.0,12447265000.0,0,5632831000.0,5263929000.0,4491924000.0,20332955000.0,1.01,0.995,48594768000.0,9266473000.0,5147176000.0,0,,39328295000.0,27817367000.0,7930974000.0,671513000.0,,14353076000.0,20777401000.0,4637601000.0,17181296000.0,1.168390288506809,,0.6489967058270523,1.338828037250665,0.5724354317320746,7.976119069061415,0.09243637092783322,0.21619277598771858,0.39370705238403253,0.14207957792921522,0.6505957596093472,,
NFLX,2021-12-31,12M,29697844000.0,17332683000.0,12365161000.0,0,6194509000.0,5840103000.0,5116228000.0,19044502000.0,,,44584663000.0,8069825000.0,6027804000.0,0,,36514838000.0,28735415000.0,8488966000.0,837483000.0,699823000.0,14693072000.0,15849248000.0,4024561000.0,12689372000.0,0.950625199818211,,0.7100751728773563,1.8130459565021635,0.6445134507352899,8.090840103445574,0.11475309345727251,0.3228057255460953,0.4163656122646479,0.17227607499049427,0.6660999994549696,,
ADBE,2025-11-30,12M,23769000000.0,2551000000.0,21218000000.0,0,8706000000.0,8734000000.0,7130000000.0,9815000000.0,16.73,16.7,29496000000.0,10163000000.0,5431000000.0,0,,19333000000.0,17873000000.0,10200000000.0,417000000.0,,6210000000.0,11623000000.0,0.0,45354000000.0,0.9963725490196078,,0.5324509803921569,1.537726920760561,0.6059465690263086,33.10266159695818,0.2417276918904258,0.6134388712036479,0.8926753334174765,0.2999705498758888,0.8058380797396257,,
ADBE,2024-11-30,12M,21505000000.0,2358000000.0,19147000000.0,0,7741000000.0,6931000000.0,5560000000.0,7957000000.0,12.43,12.36,30230000000.0,11232000000.0,7613000000.0,0,,18998000000.0,16125000000.0,10521000000.0,361000000.0,1499000000.0,4129000000.0,14105000000.0,0.0,38470000000.0,1.067579127459367,,0.7236004182111967,1.1432116270825947,0.5334105193516374,45.80473372781065,0.18392325504465762,0.3941864587025877,0.89035108114392,0.25854452452917925,0.711379424412835,,
ADBE,2023-11-30,12M,19409000000.0,2354000000.0,17055000000.0,0,6650000000.0,6799000000.0,5428000000.0,7784000000.0,11.87,11.82,29779000000.0,11084000000.0,7141000000.0,0,,18695000000.0,13261000000.0,8251000000.0,314000000.0,,3634000000.0,16518000000.0,0.0,33346000000.0,1.3433523209307963,,0.8654708520179372,0.8028211647899262,0.4453138117465328,58.849557522123895,0.18227610060781088,0.32861121201113935,0.878716059559998,0.2796640733680251,0.6517680244467577,,
ADBE,2022-11-30,12M,17606000000.0,2165000000.0,15441000000.0,0,6098000000.0,6008000000.0,4756000000.0,6976000000.0,10.13,10.1,27165000000.0,8996000000.0,4236000000.0,0,,18169000000.0,13114000000.0,8128000000.0,379000000.0,500000000.0,3629000000.0,14051000000.0,0.0,28319000000.0,1.106791338582677,,0.5211614173228346,0.9333143548501885,0.4827535431621572,54.44642857142857,0.17507822565801584,0.3384812468863426,0.8770305577643985,0.27013518118823127,0.64811338118903,,
KO,2024-12-31,12M,47061000000.0,18324000000.0,28737000000.0,0,14022000000.0,13086000000.0,10631000000.0,15817000000.0,2.47,2.46,100549000000.0,25997000000.0,10828000000.0,0,4728000000.0,74552000000.0,74177000000.0,25249000000.0,5468000000.0,2147000000.0,42375000000.0,24856000000.0,1760000000.0,76054000000.0,1.0296249356410154,0.8423699948512813,0.42884866727395143,2.98426939169617,0.73771991765209,8.467391304347826,0.1057295447990532,0.4277035725780496,0.6106330082233696,0.22589830220352308,0.46804045788620474,3.8756345177664975,
KO,2023-12-31,12M,45754000000.0,18520000000.0,27234000000.0,0,13098000000.0,12952000000.0,10714000000.0,15607000000.0,2.48,2.47,97703000000.0,26732000000.0,9366000000.0,0,4424000000.0,70971000000.0,70223000000.0,23571000000.0,5590000000.0,6517000000.0,35547000000.0,25941000000.0,1760000000.0,73782000000.0,1.1341054685842773,0.9464172075855924,0.39735267913962075,2.707027485447747,0.7187394450528642,8.577603143418468,0.10965886410857395,0.41301414748853166,0.5952266468505486,0.23416531887922368,0.4682967769669304,4.18625678119349,
KO,2022-12-31,12M,43004000000.0,18000000000.0,25004000000.0,0,12042000000.0,11686000000.0,9542000000.0,13828000000.0,2.2,2.19,92763000000.0,22591000000.0,9519000000.0,0,4233000000.0,70172000000.0,66937000000.0,19724000000.0,5307000000.0,2772000000.0,36377000000.0,24105000000.0,1760000000.0,71019000000.0,1.1453559115798013,0.9307442709389576,0.4826100182518759,2.7768927608380003,0.7215915828509212,13.653061224489797,0.10286428856332805,0.3958514830947936,0.5814342851827737,0.2218863361547763,0.46359000894753294,4.252303330970943,
KO,2021-12-31,12M,38655000000.0,15357000000.0,23298000000.0,0,11039000000.0,12425000000.0,9771000000.0,15474000000.0,2.26,2.25,94354000000.0,22545000000.0,9684000000.0,0,3414000000.0,71809000000.0,69494000000.0,19950000000.0,4602000000.0,4645000000.0,38116000000.0,22999000000.0,1760000000.0,69094000000.0,1.130075187969925,0.9589473684210527,0.48541353383458646,3.0216096352015307,0.7365241537189732,6.9123356293049465,0.1035568179409458,0.42484455845906344,0.6027163368257664,0.2527745440434614,0.40968056468194247,4.498242530755712,
