Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2021-04-05 00:00:00-04:00,120.64884289146045,122.87929380413213,119.86964340519192,122.62605285644531,88651200,0.0,0.0,AAPL
2021-04-06 00:00:00-04:00,123.21044576616356,123.82406033078875,122.3825509764638,122.92798614501953,80171300,0.0,0.0,AAPL
2021-04-07 00:00:00-04:00,122.55786509964642,124.59351228641088,121.88580577435263,124.57403564453125,83466700,0.0,0.0,AAPL
2021-04-08 00:00:00-04:00,125.59674003815452,126.9992961961062,125.17792902926334,126.97007751464844,88844600,0.0,0.0,AAPL
2021-04-09 00:00:00-04:00,126.4246443564377,129.58038090088027,126.10322399320837,129.5414276123047,106686700,0.0,0.0,AAPL
2021-04-12 00:00:00-04:00,129.07388434312833,129.39530463290586,127.23303349221449,127.8271713256836,91420000,0.0,0.0,AAPL
2021-04-13 00:00:00-04:00,128.99599269074992,131.15826433043802,128.49924537282473,130.93423461914062,91266500,0.0,0.0,AAPL
2021-04-14 00:00:00-04:00,131.43098018165665,131.48941754486856,128.2362755221187,128.59664916992188,87222800,0.0,0.0,AAPL
2021-04-15 00:00:00-04:00,130.34008581919048,131.48939338315375,130.1647588997771,131.0023956298828,89347100,0.0,0.0,AAPL
2021-04-16 00:00:00-04:00,130.8076234498389,131.16799709740084,129.81414368991753,130.6712646484375,84922400,0.0,0.0,AAPL
2021-04-19 00:00:00-04:00,130.0381412567294,131.9471790846723,129.87256379574342,131.33355712890625,94264200,0.0,0.0,AAPL
2021-04-20 00:00:00-04:00,131.50889480005515,132.0056272235911,128.38236227240412,129.6485595703125,94812300,0.0,0.0,AAPL
2021-04-21 00:00:00-04:00,128.91808773896722,130.27194133858555,127.88565454440895,130.0284423828125,68847100,0.0,0.0,AAPL
2021-04-22 00:00:00-04:00,129.58038910212525,130.66152498796077,127.99278612277816,128.50900268554688,84566500,0.0,0.0,AAPL
2021-04-23 00:00:00-04:00,128.72329851998296,131.60631798979747,128.72329851998296,130.82713317871094,78657500,0.0,0.0,AAPL
2021-04-26 00:00:00-04:00,131.32383017529745,131.5478450047434,130.08685158645528,131.21669006347656,66905100,0.0,0.0,AAPL
2021-04-27 00:00:00-04:00,131.49915149684074,131.88875868630524,130.62256132903624,130.89527893066406,66015800,0.0,0.0,AAPL
2021-04-28 00:00:00-04:00,130.81735115204378,131.50889459107745,129.61934068424674,130.10633850097656,107760100,0.0,0.0,AAPL
2021-04-29 00:00:00-04:00,132.92120973927757,133.5056131716573,129.00574241112523,130.0089569091797,151101000,0.0,0.0,AAPL
2021-04-30 00:00:00-04:00,128.3531289693404,130.08683981317637,127.66160046998598,128.0414581298828,109839500,0.0,0.0,AAPL
2021-05-03 00:00:00-04:00,128.60632513321372,130.58354914625434,128.4017944552361,129.09332275390625,75135100,0.0,0.0,AAPL
2021-05-04 00:00:00-04:00,127.77847859118502,128.07068022860358,123.40523322106765,124.52532958984375,137564700,0.0,0.0,AAPL
2021-05-05 00:00:00-04:00,125.84021547722773,127.05770985077288,124.64220517501703,124.76882934570312,84000900,0.0,0.0,AAPL
2021-05-06 00:00:00-04:00,124.56428281581603,126.37591502452003,123.82404416158315,126.36618041992188,78128300,0.0,0.0,AAPL
2021-05-07 00:00:00-04:00,127.66380595625425,128.0638111341248,126.3271553590937,127.03939056396484,78973300,0.22,0.0,AAPL
2021-05-10 00:00:00-04:00,126.25886899143829,126.38569336703041,123.7221730582719,123.76119995117188,88071200,0.0,0.0,AAPL
2021-05-11 00:00:00-04:00,120.4927657999539,123.19531281841267,119.78053807914273,122.84408569335938,126142800,0.0,0.0,AAPL
2021-05-12 00:00:00-04:00,120.39519702699735,121.60500079746393,119.27319817304675,119.78053283691406,112172300,0.0,0.0,AAPL
2021-05-13 00:00:00-04:00,121.5464761686261,123.0782463378904,121.23426847309511,121.9269790649414,105861300,0.0,0.0,AAPL
2021-05-14 00:00:00-04:00,123.17579601015879,124.7758612004647,122.78553457368028,124.34657287597656,81918000,0.0,0.0,AAPL
2021-05-17 00:00:00-04:00,123.73192293508849,123.83924502210618,122.12209907344122,123.1953125,74244600,0.0,0.0,AAPL
2021-05-18 00:00:00-04:00,123.47825894714309,123.8977887358132,121.74160317568686,121.80989837646484,63342900,0.0,0.0,AAPL
2021-05-19 00:00:00-04:00,120.16105765432343,121.87819629608094,119.86835967667767,121.65380096435547,92612000,0.0,0.0,AAPL
2021-05-20 00:00:00-04:00,122.1806452374261,124.61001150333645,122.05380598133526,124.20999145507812,76857100,0.0,0.0,AAPL
2021-05-21 00:00:00-04:00,124.70755774796976,124.88317501057307,122.16111116203041,122.3757553100586,79295400,0.0,0.0,AAPL
2021-05-24 00:00:00-04:00,122.94166434682049,124.82466923282675,122.87336914136405,124.00511932373047,63092900,0.0,0.0,AAPL
2021-05-25 00:00:00-04:00,124.70758616767343,125.19541862484827,123.24411112700588,123.80998992919922,72009500,0.0,0.0,AAPL
2021-05-26 00:00:00-04:00,123.86852204574208,124.28805183989326,123.3416701570207,123.76119995117188,56575900,0.0,0.0,AAPL
2021-05-27 00:00:00-04:00,123.3611656283478,124.53194243495389,122.03428127759828,122.22940826416016,94625600,0.0,0.0,AAPL
2021-05-28 00:00:00-04:00,122.51236771666937,122.73677048730885,121.51720801205188,121.57574462890625,71311100,0.0,0.0,AAPL
2021-06-01 00:00:00-04:00,122.03430717883234,122.2977294109628,120.92206674340329,121.2537841796875,67637100,0.0,0.0,AAPL
2021-06-02 00:00:00-04:00,121.25377238108098,122.19039542274523,121.02937706510446,122.01477813720703,59278900,0.0,0.0,AAPL
2021-06-03 00:00:00-04:00,121.64403969713835,121.80989840712398,120.13177925202119,120.53179931640625,76229200,0.0,0.0,AAPL
2021-06-04 00:00:00-04:00,121.04887959937938,123.08799170722506,120.83423543606743,122.8245620727539,75169300,0.0,0.0,AAPL
2021-06-07 00:00:00-04:00,123.09776519522116,123.2441141916509,121.79039769931899,122.83434295654297,71057600,0.0,0.0,AAPL
2021-06-08 00:00:00-04:00,123.51727923465421,125.33199613747028,123.13677635872094,123.65386962890625,74403800,0.0,0.0,AAPL
2021-06-09 00:00:00-04:00,124.1124471042461,124.63929904628665,123.43924615992437,124.03439331054688,56877900,0.0,0.0,AAPL
2021-06-10 00:00:00-04:00,123.92706803553762,125.06858426923962,122.87337162202547,123.03923034667969,71186400,0.0,0.0,AAPL
2021-06-11 00:00:00-04:00,123.44901349262499,124.33685871072245,123.02948362628814,124.2490463256836,53522400,0.0,0.0,AAPL
2021-06-14 00:00:00-04:00,124.70755558634418,127.36131675668122,123.97581824545021,127.30278015136719,96906500,0.0,0.0,AAPL
2021-06-15 00:00:00-04:00,126.7759820170539,127.41991468464407,126.23937146072876,126.48328399658203,62746300,0.0,0.0,AAPL
2021-06-16 00:00:00-04:00,127.19546385620482,127.70280593735949,125.331983991057,126.98081970214844,91815000,0.0,0.0,AAPL
2021-06-17 00:00:00-04:00,126.63935317228925,129.32239025268845,126.49299676283543,128.5808868408203,96721700,0.0,0.0,AAPL
2021-06-18 00:00:00-04:00,127.52721480091387,128.30772287123602,127.06865812161917,127.2833023071289,108953300,0.0,0.0,AAPL
2021-06-21 00:00:00-04:00,127.1271913132279,129.18581330080102,126.063736441913,129.0784912109375,79663300,0.0,0.0,AAPL
2021-06-22 00:00:00-04:00,128.9126165646152,130.81513075216756,128.4150256244004,130.71755981445312,74783600,0.0,0.0,AAPL
2021-06-23 00:00:00-04:00,130.51268434910727,131.04929474301073,129.98582509428016,130.4443817138672,60214200,0.0,0.0,AAPL
2021-06-24 00:00:00-04:00,131.1761533209972,131.36152922245495,129.69316099657445,130.16148376464844,68711000,0.0,0.0,AAPL
2021-06-25 00:00:00-04:00,130.2102425761428,130.6297648884673,129.57606120699057,129.86875915527344,70783700,0.0,0.0,AAPL
2021-06-28 00:00:00-04:00,130.1614721527149,131.9566646084623,130.1029355337376,131.49810791015625,62111300,0.0,0.0,AAPL
2021-06-29 00:00:00-04:00,131.51761747124857,133.16646828417475,131.07857796707717,133.01036071777344,64556100,0.0,0.0,AAPL
2021-06-30 00:00:00-04:00,132.8542586809143,134.0640700400228,132.56156070353867,133.62503051757812,63261400,0.0,0.0,AAPL
2021-07-01 00:00:00-04:00,133.27380646927242,133.98602685703514,132.45424909031448,133.927490234375,52485800,0.0,0.0,AAPL
2021-07-02 00:00:00-04:00,134.54212006442484,136.5909908825578,134.39577852908815,136.55197143554688,78852600,0.0,0.0,AAPL
2021-07-06 00:00:00-04:00,136.65931393358588,139.6643030810213,136.65931393358588,138.56182861328125,108181800,0.0,0.0,AAPL
2021-07-07 00:00:00-04:00,140.04478004189397,141.36191336128311,139.1862182535438,141.04971313476562,104911600,0.0,0.0,AAPL
2021-07-08 00:00:00-04:00,138.13249304147996,140.55210024692394,137.24464819829342,139.7520751953125,105575500,0.0,0.0,AAPL
2021-07-09 00:00:00-04:00,139.2740040435633,142.1033824089943,139.1764331121068,141.5765380859375,99890800,0.0,0.0,AAPL
2021-07-12 00:00:00-04:00,142.64978272453996,142.75710481226085,140.49358983023356,140.98141479492188,76299700,0.0,0.0,AAPL
2021-07-13 00:00:00-04:00,140.5228614286861,143.86934850619764,140.1326074026889,142.09365844726562,100827100,0.0,0.0,AAPL
2021-07-14 00:00:00-04:00,144.4937679079545,145.9279745686904,144.0839818158266,145.5181884765625,127050800,0.0,0.0,AAPL
2021-07-15 00:00:00-04:00,145.606036124653,146.3475248913628,143.50837933553277,144.86453247070312,106820300,0.0,0.0,AAPL
2021-07-16 00:00:00-04:00,144.8450426158096,146.11337603058237,142.3278631852022,142.825439453125,93251400,0.0,0.0,AAPL
2021-07-19 00:00:00-04:00,140.24968646910114,140.56190161268026,138.2203326975493,138.98133850097656,121434600,0.0,0.0,AAPL
2021-07-20 00:00:00-04:00,139.9667464752501,143.5181116494979,139.47892150687957,142.5912322998047,96350000,0.0,0.0,AAPL
2021-07-21 00:00:00-04:00,141.9862905106955,142.57168624790816,141.1082117921086,141.8594512939453,74993500,0.0,0.0,AAPL
2021-07-22 00:00:00-04:00,142.38632818516166,144.59129128070637,142.25948895259933,143.2253875732422,77338200,0.0,0.0,AAPL
2021-07-23 00:00:00-04:00,143.95714959308972,145.09865822031367,143.34248537564744,144.9425506591797,71447400,0.0,0.0,AAPL
