Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2021-01-25 00:00:00-05:00,139.2718354812106,141.23819854253642,132.9151779412319,139.1258087158203,157611700,0.0,0.0,AAPL
2021-01-26 00:00:00-05:00,139.7877880388179,140.469201833175,137.61697822104978,139.35946655273438,98390600,0.0,0.0,AAPL
2021-01-27 00:00:00-05:00,139.6222293773767,140.46914281583642,136.68241469205358,138.28860473632812,140843800,0.0,0.0,AAPL
2021-01-28 00:00:00-05:00,135.81605814636788,138.22048632254183,133.07091575107856,133.4505615234375,142621100,0.0,0.0,AAPL
2021-01-29 00:00:00-05:00,132.22401178645546,133.10985683778753,126.7532152717128,128.45675659179688,177523800,0.0,0.0,AAPL
2021-02-01 00:00:00-05:00,130.19927257414088,131.7860049108473,127.45412937962104,130.57891845703125,106239800,0.0,0.0,AAPL
2021-02-02 00:00:00-05:00,132.12667146199954,132.69127555683025,131.0364096809211,131.4063262939453,83305400,0.0,0.0,AAPL
2021-02-03 00:00:00-05:00,132.15589194554707,132.165635975879,130.0629752354402,130.38421630859375,89880900,0.0,0.0,AAPL
2021-02-04 00:00:00-05:00,132.68152499802775,133.75231340224198,131.01691536139694,133.74258422851562,84183100,0.0,0.0,AAPL
2021-02-05 00:00:00-05:00,133.90346870595903,133.97170445351236,132.45085206919504,133.32826232910156,75693800,0.205,0.0,AAPL
2021-02-08 00:00:00-05:00,132.6165797613071,133.52325088194496,131.53443254526087,133.47450256347656,71297200,0.0,0.0,AAPL
2021-02-09 00:00:00-05:00,133.19180084894626,134.42019329345555,132.44113310608114,132.59710693359375,76774200,0.0,0.0,AAPL
2021-02-10 00:00:00-05:00,133.05529021983176,133.5525022619222,131.0274820724659,131.99264526367188,73046600,0.0,0.0,AAPL
2021-02-11 00:00:00-05:00,132.4898491628531,132.9675589258699,130.4133074654321,131.7391815185547,64280000,0.0,0.0,AAPL
2021-02-12 00:00:00-05:00,130.9787653308469,132.12914848493614,130.33532312132203,131.97315979003906,60145100,0.0,0.0,AAPL
2021-02-16 00:00:00-05:00,132.09015902011436,132.59709996571863,129.45789813500429,129.84786987304688,80576300,0.0,0.0,AAPL
2021-02-17 00:00:00-05:00,127.95653915633494,128.90220010245756,126.22120594870577,127.55682373046875,97918500,0.0,0.0,AAPL
2021-02-18 00:00:00-05:00,125.95797287967874,126.7379014019475,124.21289601346298,126.45518493652344,96856700,0.0,0.0,AAPL
2021-02-19 00:00:00-05:00,126.97187831271118,127.43008573965325,125.56801001534814,126.61115264892578,87668800,0.0,0.0,AAPL
2021-02-22 00:00:00-05:00,124.79783740249141,126.46493488700048,122.44831544375612,122.8382797241211,103916400,0.0,0.0,AAPL
2021-02-23 00:00:00-05:00,120.65449424173501,123.53046696039274,115.41924089427319,122.70179748535156,158273000,0.0,0.0,AAPL
2021-02-24 00:00:00-05:00,121.80487424070276,122.40931177714582,119.16287735238498,122.20458221435547,111039900,0.0,0.0,AAPL
2021-02-25 00:00:00-05:00,121.55140392768223,123.28673718148006,117.51528958023444,117.95399475097656,148199500,0.0,0.0,AAPL
2021-02-26 00:00:00-05:00,119.51384476967971,121.71713665773981,118.15872464367439,118.21722412109375,164560400,0.0,0.0,AAPL
2021-03-01 00:00:00-05:00,120.64471905780232,124.71982986571714,119.70880940251382,124.58334350585938,116307900,0.0,0.0,AAPL
2021-03-02 00:00:00-05:00,125.18779891061432,125.49001767022227,121.87311395477933,121.98035430908203,102260900,0.0,0.0,AAPL
2021-03-03 00:00:00-05:00,121.67813306792647,122.55555080343935,118.78265825970878,118.99713897705078,112966300,0.0,0.0,AAPL
2021-03-04 00:00:00-05:00,118.6949297486631,120.49850624904042,115.64347345208853,117.1155776977539,178155000,0.0,0.0,AAPL
2021-03-05 00:00:00-05:00,117.9442454649468,118.88015523948293,114.61980921267136,118.37319946289062,153766600,0.0,0.0,AAPL
2021-03-08 00:00:00-05:00,117.89548670485603,117.96372988743823,113.29392514231552,113.4401626586914,154376600,0.0,0.0,AAPL
2021-03-09 00:00:00-05:00,116.04316964725494,118.99713642859442,115.80919406877891,118.05147552490234,129525800,0.0,0.0,AAPL
